"cad_number","dup_cad_number","pd_incident_report","received_datetime","entry_datetime","dispatch_datetime","enroute_datetime","onscene_datetime","close_datetime","call_type_original","call_type_original_desc","call_type_original_notes","call_type_final","call_type_final_desc","call_type_final_notes","priority_original","priority_final","agency","disposition","onview_flag","sensitive_call","intersection_name","intersection_id","intersection_point","supervisor_district","analysis_neighborhood","police_district","data_as_of","data_updated_at","data_loaded_at","source_filename"
"250321533",,,"2025/02/01 12:56:15 PM","2025/02/01 12:58:55 PM","2025/02/01 03:20:55 PM","2025/02/01 03:20:55 PM","2025/02/01 03:20:55 PM","2025/02/01 03:21:17 PM","909","MEET W/CITIZEN",,"909","MEET W/CITIZEN",,"C","C","Police","HAN","N","false","BRYANT ST \ HARRIET ST","23917000","POINT (-122.403076401 37.775602763)","6","South of Market","SOUTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321803",,,"2025/02/01 02:24:30 PM","2025/02/01 02:29:19 PM","2025/02/01 03:21:10 PM","2025/02/01 03:21:10 PM","2025/02/01 03:35:05 PM","2025/02/01 03:47:34 PM","650","THREATS / HARASSMENT",,"650","THREATS / HARASSMENT",,"B","B","Police","HAN","N","false","JERROLD AVE \ RANKIN ST","33114000","POINT (-122.395065266 37.742106697)","10","Bayview Hunters Point","BAYVIEW","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321623",,,"2025/02/01 01:25:19 PM","2025/02/01 01:28:58 PM","2025/02/01 03:22:22 PM","2025/02/01 03:22:22 PM","2025/02/01 04:04:10 PM","2025/02/01 04:04:28 PM","650","THREATS / HARASSMENT","601","650","THREATS / HARASSMENT","601","B","B","Police","UTL","N","false","DUBOCE AVE \ VALENCIA ST","24403000","POINT (-122.422364819 37.769867698)","9","Mission","MISSION","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321931",,,"2025/02/01 03:13:43 PM","2025/02/01 03:15:20 PM","2025/02/01 03:23:20 PM","2025/02/01 03:23:20 PM","2025/02/01 03:31:12 PM","2025/02/01 03:39:49 PM","100A","AUDIBLE ALARM",,"100A","AUDIBLE ALARM",,"B","B","Police","PAS","N","false","CALIFORNIA ST \ GOUGH ST","26508000","POINT (-122.425616053 37.789951886)","2","Pacific Heights","NORTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321667",,,"2025/02/01 01:41:10 PM","2025/02/01 01:42:10 PM","2025/02/01 03:23:33 PM","2025/02/01 03:23:33 PM","2025/02/01 03:23:33 PM","2025/02/01 03:25:59 PM","100A","AUDIBLE ALARM",,"100A","AUDIBLE ALARM",,"B","B","Police","PAS","N","false","05TH ST \ BLUXOME ST","23824000","POINT (-122.397969475 37.775941222)","6","Mission Bay","SOUTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321744",,,"2025/02/01 02:07:45 PM","2025/02/01 02:08:43 PM","2025/02/01 03:26:05 PM","2025/02/01 03:26:05 PM","2025/02/01 03:48:51 PM","2025/02/01 04:23:08 PM","588","TRAF VIOLATION TOW","22500E","588","TRAF VIOLATION TOW","22500E","C","C","Municipal Transportation Agency","HAN","N","false","06TH AVE \ KIRKHAM ST","27077000","POINT (-122.462841913 37.760452255)","7","Inner Sunset","PARK","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321968",,,"2025/02/01 03:26:57 PM","2025/02/01 03:26:57 PM","2025/02/01 03:26:57 PM","2025/02/01 03:26:57 PM","2025/02/01 03:26:57 PM","2025/02/01 03:39:53 PM","585","TRAFFIC STOP",,"585","TRAFFIC STOP",,"B","B","Police","CIT","Y","false","BADEN ST \ MONTEREY BLVD","22134000","POINT (-122.439742767 37.731584226)","7","West of Twin Peaks","INGLESIDE","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321966",,,"2025/02/01 03:25:22 PM","2025/02/01 03:26:31 PM","2025/02/01 03:27:04 PM","2025/02/01 03:27:04 PM","2025/02/01 03:29:40 PM","2025/02/01 03:37:47 PM","594","VANDALISM",,"594","VANDALISM",,"A","A","Police","GOA","N","false","BAY ST \ MASON ST","25473000","POINT (-122.413604169 37.80561848)","3","North Beach","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321790","250321987",,"2025/02/01 02:23:40 PM","2025/02/01 02:24:45 PM","2025/02/01 03:27:16 PM","2025/02/01 03:27:16 PM","2025/02/01 03:36:14 PM","2025/02/01 04:07:49 PM","588","TRAF VIOLATION TOW","22500E","588","TRAF VIOLATION TOW","22500E","C","C","Municipal Transportation Agency","CIT","N","false","BUCHANAN ST \ PINE ST","26532000","POINT (-122.430355918 37.788368313)","5","Pacific Heights","NORTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321936",,,"2025/02/01 03:15:34 PM","2025/02/01 03:15:34 PM","2025/02/01 03:31:02 PM","2025/02/01 03:31:02 PM","2025/02/01 03:39:09 PM","2025/02/01 03:40:35 PM","588","TRAF VIOLATION TOW",,"588","TRAF VIOLATION TOW",,"C","C","Municipal Transportation Agency","GOA","N","false","23RD ST \ VALENCIA ST","24106000","POINT (-122.420812136 37.753703094)","9","Mission","MISSION","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321691",,,"2025/02/01 01:45:22 PM","2025/02/01 01:48:03 PM","2025/02/01 03:32:38 PM","2025/02/01 03:32:38 PM","2025/02/01 03:38:27 PM","2025/02/01 03:39:55 PM","650","THREATS / HARASSMENT",,"650","THREATS / HARASSMENT",,"B","B","Police","GOA","N","false","FOLSOM ST \ HARRIET ST","23924000","POINT (-122.406150425 37.778082382)","6","South of Market","SOUTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321983",,,"2025/02/01 03:32:02 PM","2025/02/01 03:33:04 PM","2025/02/01 03:33:44 PM","2025/02/01 03:33:44 PM","2025/02/01 03:41:44 PM","2025/02/01 04:41:17 PM","000","MISC",,"000","MISC",,"A","A","Police","HAN","N","true",,,,,,,"2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321985",,,"2025/02/01 03:34:04 PM","2025/02/01 03:34:04 PM","2025/02/01 03:34:04 PM","2025/02/01 03:34:04 PM","2025/02/01 03:34:04 PM","2025/02/01 03:37:58 PM","910","WELL BEING CHECK",,"910","WELL BEING CHECK",,"B","B","Police","ADV","Y","false","LAGUNA ST \ LINDEN ST","25927000","POINT (-122.426167393 37.775997143)","5","Hayes Valley","NORTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321994",,,"2025/02/01 03:35:11 PM","2025/02/01 03:35:45 PM","2025/02/01 03:36:27 PM","2025/02/01 03:36:27 PM","2025/02/01 03:37:29 PM","2025/02/01 03:49:14 PM","418","FIGHT NO WEAPON","HEATED","418","FIGHT NO WEAPON","HEATED","A","A","Police","ABA","N","false","OFARRELL ST \ SECURITY PACIFIC PL","24656000","POINT (-122.405346079 37.786747619)","3","Financial District/South Beach","TENDERLOIN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321934","250321857",,"2025/02/01 03:11:09 PM","2025/02/01 03:15:28 PM","2025/02/01 03:37:03 PM","2025/02/01 03:37:03 PM","2025/02/01 04:05:26 PM","2025/02/01 04:18:32 PM","650","THREATS / HARASSMENT",,"650","THREATS / HARASSMENT",,"B","B","Police","NOM","N","false","JONES ST \ TURK ST","24923000","POINT (-122.412411746 37.783004079)","5","Tenderloin","TENDERLOIN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321684",,,"2025/02/01 01:46:41 PM","2025/02/01 01:47:04 PM","2025/02/01 03:38:50 PM","2025/02/01 03:38:50 PM","2025/02/01 04:07:01 PM","2025/02/01 04:07:06 PM","587","TRAF VIOLATION CITE",".25/500E","587","TRAF VIOLATION CITE",".25/500E","C","C","Municipal Transportation Agency","GOA","N","false","CLAY ST \ WALNUT ST","26917000","POINT (-122.448835781 37.788856512)","2","Presidio Heights","RICHMOND","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321738",,,"2025/02/01 02:05:40 PM","2025/02/01 02:06:51 PM","2025/02/01 03:40:02 PM","2025/02/01 03:40:02 PM","2025/02/01 03:40:59 PM","2025/02/01 03:41:55 PM","100","ALARM",,"100","ALARM",,"B","B","Police","GOA","N","false","06TH ST \ NATOMA ST","24282000","POINT (-122.407691415 37.780162026)","6","South of Market","SOUTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321892",,"PD250062715","2025/02/01 02:54:02 PM","2025/02/01 02:59:16 PM","2025/02/01 03:40:05 PM","2025/02/01 03:40:05 PM","2025/02/01 03:49:09 PM","2025/02/01 05:19:35 PM","650DV","THREATS DV",,"650DV","THREATS DV",,"B","B","Police","REP","N","true",,,,,,,"2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321978",,,"2025/02/01 03:28:24 PM","2025/02/01 03:30:47 PM","2025/02/01 03:40:17 PM","2025/02/01 03:40:17 PM","2025/02/01 03:50:44 PM","2025/02/01 03:55:24 PM","418DV","FIGHT NO WEAPON DV",,"418DV","FIGHT NO WEAPON DV",,"B","B","Police","UTL","N","true",,,,,,,"2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322006",,,"2025/02/01 03:40:28 PM","2025/02/01 03:40:28 PM","2025/02/01 03:40:55 PM","2025/02/01 03:40:55 PM","2025/02/01 03:42:10 PM","2025/02/01 04:01:33 PM","31D3","UNC EFF BREATH",,"910","WELL BEING CHECK","POSS VICT OF CRIME","3","A","Police","HAN","N","false","JONES ST \ MARKET ST","30741000","POINT (-122.411985369 37.780951763)","5","Tenderloin","SOUTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322009",,,"2025/02/01 03:41:33 PM","2025/02/01 03:41:33 PM","2025/02/01 03:41:33 PM","2025/02/01 03:41:33 PM","2025/02/01 03:41:33 PM","2025/02/01 03:56:48 PM","903","PASSING CALL",,"903","PASSING CALL",,"C","C","Police",,"Y","false","CLAY ST \ DAVIS ST","30050000","POINT (-122.39797475 37.795312942)","3","Financial District/South Beach","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322017",,,"2025/02/01 03:42:46 PM","2025/02/01 03:42:46 PM","2025/02/01 03:42:46 PM","2025/02/01 03:42:46 PM","2025/02/01 03:42:46 PM","2025/02/01 04:08:56 PM","903","PASSING CALL",,"903","PASSING CALL",,"C","C","Police","CIT","Y","false","KEITH ST \ THOMAS AVE","20160000","POINT (-122.389418721 37.729353886)","10","Bayview Hunters Point","BAYVIEW","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321815",,,"2025/02/01 02:32:41 PM","2025/02/01 02:33:30 PM","2025/02/01 03:42:53 PM","2025/02/01 03:42:53 PM","2025/02/01 03:52:48 PM","2025/02/01 04:19:06 PM","409","TOW TRUCK","7.2.27","409","TOW TRUCK","7.2.27","C","C","Municipal Transportation Agency","HAN","N","false","MASON ST \ POST ST","24919000","POINT (-122.41005693 37.788082187)","3","Nob Hill","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321340",,,"2025/02/01 12:03:43 PM","2025/02/01 12:07:33 PM","2025/02/01 03:44:36 PM","2025/02/01 03:44:36 PM","2025/02/01 03:44:36 PM","2025/02/01 03:46:23 PM","917","SUSPICIOUS PERSON",,"917","SUSPICIOUS PERSON",,"C","C","Police","GOA","N","false","04TH ST \ MISSION ST","24632000","POINT (-122.404266873 37.784478745)","6","South of Market","SOUTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321877",,,"2025/02/01 02:49:45 PM","2025/02/01 02:55:14 PM","2025/02/01 03:44:53 PM","2025/02/01 03:44:53 PM","2025/02/01 03:50:33 PM","2025/02/01 03:50:54 PM","917","SUSPICIOUS PERSON",,"917","SUSPICIOUS PERSON",,"B","B","Police","UTL","N","false","04TH ST \ KING ST","23798000","POINT (-122.394035066 37.776332977)","6","Mission Bay","SOUTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321806",,,"2025/02/01 02:28:58 PM","2025/02/01 02:30:03 PM","2025/02/01 03:45:14 PM","2025/02/01 03:45:14 PM","2025/02/01 03:45:14 PM","2025/02/01 03:45:30 PM","415","NOISE NUISANCE",,"415","NOISE NUISANCE",,"C","C","Police","GOA","N","false","HYDE ST \ SUTTER ST","25163000","POINT (-122.416827154 37.788177891)","3","Nob Hill","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321935",,,"2025/02/01 03:09:06 PM","2025/02/01 03:15:32 PM","2025/02/01 03:45:36 PM","2025/02/01 03:45:36 PM","2025/02/01 03:46:19 PM","2025/02/01 03:57:33 PM","601","TRESPASSER",,"601","TRESPASSER",,"B","B","Police","ADV","N","false","HYDE ST \ POST ST","25156000","POINT (-122.416638697 37.78724521)","3","Nob Hill","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322027",,"PD250062828","2025/02/01 03:42:06 PM","2025/02/01 03:46:39 PM","2025/02/01 03:47:16 PM","2025/02/01 03:47:16 PM","2025/02/01 04:01:18 PM","2025/02/01 05:04:06 PM","459","BURGLARY",,"459","BURGLARY",,"A","A","Police","REP","N","false","FILBERT ST \ NAPIER LN","24865000","POINT (-122.403792287 37.802063644)","3","North Beach","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321955",,,"2025/02/01 03:17:37 PM","2025/02/01 03:22:52 PM","2025/02/01 03:51:01 PM","2025/02/01 03:51:01 PM","2025/02/01 03:53:45 PM","2025/02/01 04:11:18 PM","905","MEET W/CITY EMPLOYEE","MUNI","905","MEET W/CITY EMPLOYEE","MUNI","B","B","Police","HAN","N","false","03RD ST \ MISSION BAY BLVD","34159000","POINT (-122.389526603 37.771109953)","6","Mission Bay","BAYVIEW","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322038",,,"2025/02/01 03:51:10 PM","2025/02/01 03:51:10 PM","2025/02/01 03:51:10 PM","2025/02/01 03:51:10 PM","2025/02/01 03:51:10 PM","2025/02/01 04:08:11 PM","903","PASSING CALL",,"903","PASSING CALL",,"C","C","Police","HAN","Y","false","PORTOLA DR \ TERRACE DR","22923000","POINT (-122.46751024 37.737947662)","7","West of Twin Peaks","TARAVAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322039",,,"2025/02/01 03:51:32 PM","2025/02/01 03:51:32 PM","2025/02/01 03:51:32 PM","2025/02/01 03:51:32 PM","2025/02/01 03:51:32 PM","2025/02/01 04:00:21 PM","903","PASSING CALL",,"903","PASSING CALL",,"C","C","Police",,"Y","false","04TH ST \ MISSION ST","24632000","POINT (-122.404266873 37.784478745)","6","South of Market","SOUTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321988",,,"2025/02/01 03:34:43 PM","2025/02/01 03:34:43 PM","2025/02/01 03:52:38 PM","2025/02/01 03:52:38 PM","2025/02/01 03:55:04 PM","2025/02/01 04:29:59 PM","587","TRAF VIOLATION CITE",,"587","TRAF VIOLATION CITE",,"C","C","Municipal Transportation Agency","CIT","N","false","CLAY ST \ STOCKTON ST","24995000","POINT (-122.407903302 37.794060297)","3","Chinatown","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322049",,,"2025/02/01 03:54:21 PM","2025/02/01 03:54:21 PM","2025/02/01 03:54:21 PM","2025/02/01 03:54:21 PM","2025/02/01 03:54:21 PM","2025/02/01 04:50:50 PM","903","PASSING CALL",,"903","PASSING CALL",,"C","C","Police",,"Y","false","09TH TI ST \ AVENUE B","34070000","POINT (-122.374906701 37.823174923)","6","Treasure Island","SOUTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321767",,,"2025/02/01 02:16:51 PM","2025/02/01 02:16:51 PM","2025/02/01 03:55:15 PM","2025/02/01 03:55:15 PM",,"2025/02/01 03:55:21 PM","587","TRAF VIOLATION CITE",,"587","TRAF VIOLATION CITE",".27","C","C","Municipal Transportation Agency","GOA","N","false","PACIFIC AVE \ TAYLOR ST","25130000","POINT (-122.413366183 37.796083552)","3","Nob Hill","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322054",,,"2025/02/01 03:55:32 PM","2025/02/01 03:55:32 PM","2025/02/01 03:55:32 PM","2025/02/01 03:55:32 PM","2025/02/01 03:55:32 PM","2025/02/01 04:00:41 PM","903","PASSING CALL",,"903","PASSING CALL",,"C","C","Police","HAN","Y","false","CALIFORNIA ST \ FILLMORE ST","26611000","POINT (-122.433839654 37.788906284)","2","Pacific Heights","NORTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322052",,"PD250062737","2025/02/01 03:54:34 PM","2025/02/01 03:54:48 PM","2025/02/01 03:55:36 PM","2025/02/01 03:55:36 PM","2025/02/01 03:58:04 PM","2025/02/01 05:20:10 PM","800","MENTALLY DISTURBED",,"800","MENTALLY DISTURBED",,"B","A","Police","REP","N","false","JEFFERSON ST \ TAYLOR ST","25594000","POINT (-122.415802425 37.808214054)","3","North Beach","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321951",,,"2025/02/01 03:17:54 PM","2025/02/01 03:22:24 PM","2025/02/01 03:56:02 PM","2025/02/01 03:56:02 PM","2025/02/01 04:05:56 PM","2025/02/01 04:12:53 PM","917","SUSPICIOUS PERSON","811/415","917","SUSPICIOUS PERSON","811/415","C","C","Police","UTL","N","false","23RD ST \ CAPP ST","24076000","POINT (-122.417505901 37.753902052)","9","Mission","MISSION","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321925",,,"2025/02/01 03:11:39 PM","2025/02/01 03:13:02 PM","2025/02/01 03:56:07 PM","2025/02/01 03:56:07 PM",,"2025/02/01 04:03:21 PM","100A","AUDIBLE ALARM",,"100A","AUDIBLE ALARM",,"B","B","Police","HAN","N","false","MAPLE ST \ WASHINGTON ST","26949000","POINT (-122.455595137 37.788888367)","2","Presidio Heights","RICHMOND","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322026",,,"2025/02/01 03:45:19 PM","2025/02/01 03:46:20 PM","2025/02/01 03:56:11 PM","2025/02/01 03:56:11 PM","2025/02/01 03:58:06 PM","2025/02/01 03:58:42 PM","587","TRAF VIOLATION CITE","22500E/RZ","587","TRAF VIOLATION CITE","22500E/RZ","C","C","Municipal Transportation Agency","NOM","N","false","PACIFIC AVE \ TAYLOR ST","25130000","POINT (-122.413366183 37.796083552)","3","Nob Hill","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322055",,,"2025/02/01 03:56:27 PM","2025/02/01 03:56:27 PM","2025/02/01 03:56:27 PM","2025/02/01 03:56:27 PM","2025/02/01 03:56:27 PM","2025/02/01 04:04:15 PM","585","TRAFFIC STOP",,"585","TRAFFIC STOP",,"B","B","Police","CIT","Y","false","BROADWAY \ FRONT ST","24800000","POINT (-122.399873458 37.798729001)","3","Financial District/South Beach","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
