"cad_number","dup_cad_number","pd_incident_report","received_datetime","entry_datetime","dispatch_datetime","enroute_datetime","onscene_datetime","close_datetime","call_type_original","call_type_original_desc","call_type_original_notes","call_type_final","call_type_final_desc","call_type_final_notes","priority_original","priority_final","agency","disposition","onview_flag","sensitive_call","intersection_name","intersection_id","intersection_point","supervisor_district","analysis_neighborhood","police_district","data_as_of","data_updated_at","data_loaded_at","source_filename"
"250321791",,,"2025/02/01 02:25:13 PM","2025/02/01 02:25:13 PM","2025/02/01 04:31:11 PM","2025/02/01 04:31:11 PM","2025/02/01 04:41:00 PM","2025/02/01 04:41:15 PM","587","TRAF VIOLATION CITE",,"587","TRAF VIOLATION CITE","22500H","C","C","Municipal Transportation Agency","GOA","N","false","KEARNY ST \ VALLEJO ST","24842000","POINT (-122.405645269 37.798969309)","3","North Beach","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321618",,,"2025/02/01 01:28:30 PM","2025/02/01 01:28:30 PM","2025/02/01 04:31:18 PM","2025/02/01 04:31:18 PM","2025/02/01 04:32:31 PM","2025/02/01 04:35:36 PM","587","TRAF VIOLATION CITE",,"587","TRAF VIOLATION CITE","DW","C","C","Municipal Transportation Agency","CIT","N","false","OCEAN AVE \ PERSIA AVE","21748000","POINT (-122.436449314 37.723787847)","11","Outer Mission","INGLESIDE","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322146",,,"2025/02/01 04:32:27 PM","2025/02/01 04:32:27 PM","2025/02/01 04:32:27 PM","2025/02/01 04:32:27 PM","2025/02/01 04:32:27 PM","2025/02/01 04:34:24 PM","903","PASSING CALL",,"903","PASSING CALL",,"C","C","Police",,"Y","false","24TH ST \ POTRERO AVE","23953000","POINT (-122.406336237 37.753004031)","9","Mission","MISSION","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321969",,,"2025/02/01 03:26:22 PM","2025/02/01 03:27:31 PM","2025/02/01 04:32:50 PM","2025/02/01 04:32:50 PM",,"2025/02/01 04:43:16 PM","488","PETTY THEFT",,"488","PETTY THEFT",,"B","B","Police","GOA","N","false","GEARY ST \ MASON ST","24917000","POINT (-122.409874016 37.787149143)","3","Tenderloin","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322155",,,"2025/02/01 04:33:32 PM","2025/02/01 04:33:32 PM","2025/02/01 04:33:32 PM","2025/02/01 04:33:32 PM","2025/02/01 04:33:32 PM","2025/02/01 04:39:27 PM","903","PASSING CALL",,"903","PASSING CALL",,"C","C","Police","HAN","Y","false","KEITH ST \ THOMAS AVE","20160000","POINT (-122.389418721 37.729353886)","10","Bayview Hunters Point","BAYVIEW","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321945",,,"2025/02/01 03:19:36 PM","2025/02/01 03:19:36 PM","2025/02/01 04:33:43 PM","2025/02/01 04:33:43 PM","2025/02/01 04:39:17 PM","2025/02/01 04:39:21 PM","587","TRAF VIOLATION CITE",,"587","TRAF VIOLATION CITE","500F","C","C","Municipal Transportation Agency","GOA","N","false","07TH ST \ NATOMA ST","24289000","POINT (-122.40993824 37.778416282)","6","South of Market","SOUTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322149",,,"2025/02/01 04:32:14 PM","2025/02/01 04:32:53 PM","2025/02/01 04:34:24 PM","2025/02/01 04:34:24 PM","2025/02/01 04:43:36 PM","2025/02/01 04:48:39 PM","913","COMPLAINT UNKN",,"913","COMPLAINT UNKN",,"B","B","Police","HAN","N","false","15TH ST \ HARRISON ST","24224000","POINT (-122.413259822 37.767069975)","9","Mission","MISSION","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322160",,"PD250062834","2025/02/01 04:35:23 PM","2025/02/01 04:35:23 PM","2025/02/01 04:35:23 PM","2025/02/01 04:35:23 PM","2025/02/01 04:35:23 PM","2025/02/01 06:51:00 PM","917","SUSPICIOUS PERSON",,"917","SUSPICIOUS PERSON",,"C","C","Police","REP","Y","false","APOLLO ST \ WILLIAMS AVE","20612000","POINT (-122.398970458 37.730164614)","10","Bayview Hunters Point","BAYVIEW","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321964",,,"2025/02/01 03:25:53 PM","2025/02/01 03:25:53 PM","2025/02/01 04:35:44 PM","2025/02/01 04:35:44 PM","2025/02/01 04:43:38 PM","2025/02/01 04:43:41 PM","587","TRAF VIOLATION CITE",,"587","TRAF VIOLATION CITE",,"C","C","Municipal Transportation Agency","GOA","N","false","PARIS ST \ ROLPH ST","21476000","POINT (-122.43990554 37.715014422)","11","Excelsior","INGLESIDE","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321982",,,"2025/02/01 03:32:21 PM","2025/02/01 03:32:21 PM","2025/02/01 04:36:43 PM","2025/02/01 04:36:43 PM","2025/02/01 04:47:29 PM","2025/02/01 04:51:18 PM","587","TRAF VIOLATION CITE",,"587","TRAF VIOLATION CITE","22500E","C","C","Municipal Transportation Agency","CIT","N","false","35TH AVE \ TARAVAL ST","23375000","POINT (-122.492836942 37.742295793)","4","Sunset/Parkside","TARAVAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322040",,,"2025/02/01 03:49:14 PM","2025/02/01 03:52:13 PM","2025/02/01 04:39:00 PM","2025/02/01 04:39:00 PM","2025/02/01 04:43:35 PM","2025/02/01 05:04:06 PM","418","FIGHT NO WEAPON","601","418","FIGHT NO WEAPON","601","B","B","Police","HAN","N","false","17TH ST \ KANSAS ST","23774000","POINT (-122.403527034 37.76472287)","10","Potrero Hill","BAYVIEW","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321760",,,"2025/02/01 02:14:37 PM","2025/02/01 02:14:37 PM","2025/02/01 04:39:30 PM","2025/02/01 04:39:30 PM","2025/02/01 04:49:23 PM","2025/02/01 04:50:02 PM","587","TRAF VIOLATION CITE",,"587","TRAF VIOLATION CITE","500F","C","C","Municipal Transportation Agency","GOA","N","false","BEALE ST \ HARRISON ST","24495000","POINT (-122.391179658 37.787455187)","6","Financial District/South Beach","SOUTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322135",,,"2025/02/01 04:20:53 PM","2025/02/01 04:28:08 PM","2025/02/01 04:40:14 PM","2025/02/01 04:40:14 PM","2025/02/01 04:40:14 PM","2025/02/01 04:55:50 PM","917","SUSPICIOUS PERSON","909","917","SUSPICIOUS PERSON","909","C","C","Police","ADV","N","false","23RD ST \ CAPP ST","24076000","POINT (-122.417505901 37.753902052)","9","Mission","MISSION","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322011",,,"2025/02/01 03:38:51 PM","2025/02/01 03:41:39 PM","2025/02/01 04:41:24 PM","2025/02/01 04:41:24 PM","2025/02/01 04:41:24 PM","2025/02/01 05:11:39 PM","916","SUSPICIOUS VEHICLE",,"916","SUSPICIOUS VEHICLE",,"C","C","Police","HAN","N","false","41ST AVE \ GEARY BLVD","27912000","POINT (-122.501870996 37.779307123)","1","Outer Richmond","RICHMOND","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322182",,,"2025/02/01 04:42:01 PM","2025/02/01 04:42:01 PM","2025/02/01 04:42:01 PM","2025/02/01 04:42:01 PM","2025/02/01 04:42:01 PM","2025/02/01 04:48:26 PM","585","TRAFFIC STOP",,"585","TRAFFIC STOP",,"B","B","Police","CIT","Y","false","16TH AVE \ JUDAH ST","27355000","POINT (-122.473782857 37.761841255)","7","Inner Sunset","TARAVAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322183",,"PD250062840","2025/02/01 04:42:18 PM","2025/02/01 04:42:18 PM","2025/02/01 04:42:18 PM","2025/02/01 04:42:18 PM","2025/02/01 04:42:18 PM","2025/02/01 05:29:35 PM","909","MEET W/CITIZEN",,"909","MEET W/CITIZEN",,"C","C","Police","REP","Y","false","24TH AVE \ SANTIAGO ST","23262000","POINT (-122.481181215 37.744681183)","4","Sunset/Parkside","TARAVAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322136",,,"2025/02/01 04:28:45 PM","2025/02/01 04:28:45 PM","2025/02/01 04:42:39 PM","2025/02/01 04:42:39 PM","2025/02/01 04:52:53 PM","2025/02/01 04:55:06 PM","588","TRAF VIOLATION TOW",,"588","TRAF VIOLATION TOW","22500E","C","C","Municipal Transportation Agency","CIT","N","false","FILBERT ST \ STOCKTON ST","25366000","POINT (-122.409369117 37.801370656)","3","North Beach","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322092",,,"2025/02/01 04:01:27 PM","2025/02/01 04:11:53 PM","2025/02/01 04:43:33 PM","2025/02/01 04:43:33 PM","2025/02/01 05:33:01 PM","2025/02/02 06:33:55 PM","905","MEET W/CITY EMPLOYEE","SHELTER / 650","905","MEET W/CITY EMPLOYEE","SHELTER / 650","B","B","Police","CAN","N","false","JONES ST \ POST ST","24965000","POINT (-122.413353964 37.787663599)","3","Tenderloin","CENTRAL","2025/02/03 04:30:13 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-03_04-30-13.txt"
"250321756",,,"2025/02/01 02:12:35 PM","2025/02/01 02:12:35 PM","2025/02/01 04:43:34 PM","2025/02/01 04:43:34 PM","2025/02/01 04:56:11 PM","2025/02/01 04:56:14 PM","587","TRAF VIOLATION CITE",,"587","TRAF VIOLATION CITE","500E","C","C","Municipal Transportation Agency","GOA","N","false","24TH ST \ YORK ST","23957000","POINT (-122.408188968 37.752852404)","9","Mission","MISSION","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321686",,,"2025/02/01 01:46:15 PM","2025/02/01 01:47:08 PM","2025/02/01 04:43:50 PM","2025/02/01 04:43:50 PM","2025/02/01 04:43:56 PM","2025/02/01 04:55:17 PM","587","TRAF VIOLATION CITE","22500E","587","TRAF VIOLATION CITE","22500E","C","C","Municipal Transportation Agency","CIT","N","false","CONCORD ST \ CROSS ST","21479000","POINT (-122.443118254 37.71339923)","11","Excelsior","INGLESIDE","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322180",,,"2025/02/01 04:40:59 PM","2025/02/01 04:41:49 PM","2025/02/01 04:44:01 PM","2025/02/01 04:44:01 PM","2025/02/01 04:47:14 PM","2025/02/01 04:55:07 PM","918","PERSON SCREAMING",,"918","PERSON SCREAMING",,"A","A","Police","HAN","N","false","HYDE ST \ TURK ST","24933000","POINT (-122.415693873 37.782585033)","5","Tenderloin","TENDERLOIN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322187",,"PD250062884","2025/02/01 04:44:18 PM","2025/02/01 04:44:18 PM","2025/02/01 04:44:50 PM","2025/02/01 04:44:50 PM","2025/02/01 04:58:26 PM","2025/02/01 07:23:26 PM","9E1","CARD ARR E/OR","ARREST + APNEA","905","MEET W/CITY EMPLOYEE",,"E","A","Police","REP","N","false","HYDE ST \ PINE ST","25234000","POINT (-122.4172048 37.790045141)","3","Nob Hill","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322190",,,"2025/02/01 04:44:52 PM","2025/02/01 04:44:52 PM","2025/02/01 04:44:52 PM","2025/02/01 04:44:52 PM","2025/02/01 04:44:52 PM","2025/02/01 05:06:24 PM","903","PASSING CALL",,"903","PASSING CALL",,"C","C","Police","HAN","Y","false","24TH ST \ OSAGE ALY","24089000","POINT (-122.419017543 37.752204442)","9","Mission","MISSION","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322194",,,"2025/02/01 04:45:47 PM","2025/02/01 04:45:47 PM","2025/02/01 04:45:47 PM","2025/02/01 04:45:47 PM","2025/02/01 04:45:47 PM","2025/02/01 04:49:56 PM","903","PASSING CALL",,"903","PASSING CALL",,"C","C","Police","HAN","Y","false","24TH ST \ FOLSOM ST","23990000","POINT (-122.414086031 37.752506065)","9","Mission","MISSION","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322195",,"PD250062878","2025/02/01 04:47:01 PM","2025/02/01 04:47:01 PM","2025/02/01 04:47:01 PM","2025/02/01 04:47:01 PM","2025/02/01 04:47:01 PM","2025/02/01 05:18:15 PM","585","TRAFFIC STOP",,"585","TRAFFIC STOP",,"B","B","Police","CIT","Y","false","AL SCOMA WAY \ JEFFERSON ST","35066000","POINT (-122.417715897 37.807978727)","3","North Beach","CENTRAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322199",,,"2025/02/01 04:47:43 PM","2025/02/01 04:47:43 PM","2025/02/01 04:47:43 PM","2025/02/01 04:47:43 PM","2025/02/01 04:47:43 PM","2025/02/01 04:48:46 PM","903","PASSING CALL",,"903","PASSING CALL",,"C","C","Police",,"Y","false","FAIRFAX AVE \ MIDDLE POINT RD","20170000","POINT (-122.379414568 37.735244674)","10","Bayview Hunters Point","BAYVIEW","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321396",,,"2025/02/01 12:18:16 PM","2025/02/01 12:18:25 PM","2025/02/01 04:47:56 PM","2025/02/01 04:47:56 PM",,"2025/02/01 04:56:58 PM","587","TRAF VIOLATION CITE","500F","587","TRAF VIOLATION CITE","500F","C","C","Municipal Transportation Agency","GOA","N","false","20TH ST \ BRYANT ST","24008000","POINT (-122.409770121 37.75919401)","9","Mission","MISSION","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322021",,,"2025/02/01 03:44:51 PM","2025/02/01 03:44:51 PM","2025/02/01 04:48:29 PM","2025/02/01 04:48:29 PM","2025/02/01 04:48:33 PM","2025/02/01 04:49:03 PM","587","TRAF VIOLATION CITE",,"587","TRAF VIOLATION CITE",,"C","C","Municipal Transportation Agency","CIT","N","false","BRUNSWICK ST \ CONCORD ST","21466000","POINT (-122.442156165 37.710944069)","11","Excelsior","INGLESIDE","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322200",,,"2025/02/01 04:48:46 PM","2025/02/01 04:48:46 PM","2025/02/01 04:48:46 PM","2025/02/01 04:48:46 PM","2025/02/01 04:48:46 PM","2025/02/01 04:51:51 PM","903","PASSING CALL",,"903","PASSING CALL",,"C","C","Police",,"Y","false","HARBOR RD \ NORTHRIDGE RD","20060000","POINT (-122.376999545 37.731009871)","10","Bayview Hunters Point","BAYVIEW","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322175",,,"2025/02/01 04:38:43 PM","2025/02/01 04:40:04 PM","2025/02/01 04:49:11 PM","2025/02/01 04:49:11 PM","2025/02/01 04:49:11 PM","2025/02/01 04:49:15 PM","418","FIGHT NO WEAPON","601","418","FIGHT NO WEAPON","601","B","B","Police","HAN","N","false","18TH ST \ BRYANT ST","24014000","POINT (-122.410118191 37.76175942)","9","Mission","MISSION","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322205",,,"2025/02/01 04:49:41 PM","2025/02/01 04:49:41 PM","2025/02/01 04:49:41 PM","2025/02/01 04:49:41 PM","2025/02/01 04:49:41 PM","2025/02/01 04:54:29 PM","916","SUSPICIOUS VEHICLE",,"916","SUSPICIOUS VEHICLE",,"C","C","Police","CIT","Y","false","06TH ST \ MISSION ST","24293000","POINT (-122.408708674 37.780971183)","6","South of Market","SOUTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322202",,"PD250062862","2025/02/01 04:49:22 PM","2025/02/01 04:49:22 PM","2025/02/01 04:49:45 PM","2025/02/01 04:49:45 PM","2025/02/01 04:57:07 PM","2025/02/01 08:23:22 PM","53B2","WELFARE CHECK",,"905","MEET W/CITY EMPLOYEE",,"2","A","Police","REP","N","false","ANZA ST \ PARKER AVE","26488000","POINT (-122.45387663 37.780239049)","2","Lone Mountain/USF","RICHMOND","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322208",,,"2025/02/01 04:50:08 PM","2025/02/01 04:50:08 PM","2025/02/01 04:50:08 PM","2025/02/01 04:50:08 PM","2025/02/01 04:50:08 PM","2025/02/01 04:58:05 PM","903","PASSING CALL",,"903","PASSING CALL",,"C","C","Police",,"Y","false","24TH ST \ YORK ST","23957000","POINT (-122.408188968 37.752852404)","9","Mission","MISSION","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322074",,,"2025/02/01 04:06:02 PM","2025/02/01 04:06:02 PM","2025/02/01 04:50:10 PM","2025/02/01 04:50:10 PM","2025/02/01 04:55:29 PM","2025/02/01 04:55:35 PM","587","TRAF VIOLATION CITE",,"587","TRAF VIOLATION CITE","22514","C","C","Municipal Transportation Agency","GOA","N","false","BRANNAN ST \ COLIN P KELLY JR ST","23802000","POINT (-122.391308311 37.782453966)","6","Financial District/South Beach","SOUTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322019",,,"2025/02/01 03:41:59 PM","2025/02/01 03:44:18 PM","2025/02/01 04:50:11 PM","2025/02/01 04:50:11 PM",,"2025/02/01 06:24:54 PM","916","SUSPICIOUS VEHICLE","LIVING","916","SUSPICIOUS VEHICLE","LIVING","C","C","Police","HAN","N","false","GEARY BLVD \ SCOTT ST","26618000","POINT (-122.437847943 37.783717638)","5","Western Addition","PARK","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322206",,"PD250062890","2025/02/01 04:48:52 PM","2025/02/01 04:49:56 PM","2025/02/01 04:50:29 PM","2025/02/01 04:50:29 PM","2025/02/01 04:52:45 PM","2025/02/01 07:03:38 PM","221","PERSON W/GUN",,"221","PERSON W/GUN",,"A","A","Police","REP","N","false","06TH ST \ MINNA ST","24285000","POINT (-122.408160793 37.780535387)","6","South of Market","SOUTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322137",,,"2025/02/01 04:27:50 PM","2025/02/01 04:28:58 PM","2025/02/01 04:50:41 PM","2025/02/01 04:50:41 PM","2025/02/01 04:54:00 PM","2025/02/01 05:29:07 PM","917","SUSPICIOUS PERSON",,"917","SUSPICIOUS PERSON",,"C","C","Police","HAN","N","false","CHESTNUT ST \ MALLORCA WAY","26772000","POINT (-122.43729967 37.800683733)","2","Marina","NORTHERN","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322212",,,"2025/02/01 04:51:20 PM","2025/02/01 04:51:20 PM","2025/02/01 04:51:20 PM","2025/02/01 04:51:20 PM","2025/02/01 04:51:20 PM","2025/02/01 04:56:06 PM","585","TRAFFIC STOP",,"585","TRAFFIC STOP",,"B","B","Police","CIT","Y","false","20TH AVE \ JUDAH ST","27369000","POINT (-122.478061977 37.761653158)","4","Sunset/Parkside","TARAVAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250321960",,,"2025/02/01 03:23:47 PM","2025/02/01 03:24:06 PM","2025/02/01 04:51:27 PM","2025/02/01 04:51:27 PM",,"2025/02/01 05:01:27 PM","587","TRAF VIOLATION CITE","2250F","587","TRAF VIOLATION CITE","2250F","C","C","Municipal Transportation Agency","CIT","N","false","10TH AVE \ KIRKHAM ST","27146000","POINT (-122.46712169 37.760264561)","7","Inner Sunset","TARAVAL","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
"250322216",,,"2025/02/01 04:51:51 PM","2025/02/01 04:51:51 PM","2025/02/01 04:51:51 PM","2025/02/01 04:51:51 PM","2025/02/01 04:51:51 PM","2025/02/01 04:53:30 PM","903","PASSING CALL",,"903","PASSING CALL",,"C","C","Police",,"Y","false","KISKA RD \ REARDON RD","20058000","POINT (-122.377202613 37.730015828)","10","Bayview Hunters Point","BAYVIEW","2025/02/02 04:30:04 AM","2026/01/11 05:09:17 AM","2026/01/11 05:25:04 AM","closecall2025-02-02_04-30-04.txt"
